//=================================================================================================================
//					FACEBOOK: https://www.facebook.com/mukynguyen/
//					Zalo + SĐT : BQT MU KỶ NGUYÊN
//					Name : MU KỶ NGUYÊN
//=======Cung Cấp Sever Mu Online========
//-Phiên Bản
//+DLL Clasic Cutsom Có Đủ
//+5.2 FPS 120 Siêu Mượt
//======Hỗ Trợ=========
//+Config Sever Theo Ý Muốn
//+Dịch Vụ VPS Hosting Tên Miền Antihack
//=================================================================================================================
//Group	Index	Level	Dur		Skill	Luck	Option	ExcOpt	Anc		JoH		Oex		Socket1	Socket2	Socket3	Socket4	Socket5	ItemName
14		3		1		255		0		0		0		0		0		0		0		255		255		255		255		255		//Bình Máu To
14		6		1		255		0		0		0		0		0		0		0		255		255		255		255		255		//Bình Phép To
14		8		0		255		0		0		0		0		0		0		0		255		255		255		255		255		//Liều Giải Độc
13		0		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Thần Hộ Mệnh
13		1		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Tiểu Quỷ
13		3		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Quái Điểu
13		64		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Đại Quỷ
13		80		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Gấu Trúc
13		2		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Kỳ Lân
13		14		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Lông Vũ
13		14		1		0		0		0		0		0		0		0		0		255		255		255		255		255		//Huy Hiệu Hoàng Tộc
14		111		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Vé Tham Gia Dopple
14		102		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Mệnh Lệnh Của Gaion
13		4		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Chiến Mã
13		5		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Quạ Tinh
13		46		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Vé Quảng Trường Quỷ
13		47		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Vé Huyết Lâu
13		29		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Giáp Hỗn Nguyên
13		48		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Vé Kalima

12		15		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Ngọc Hỗn Nguyên
14		13		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Ngọc Ước Nguyện
14		14		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Ngọc Tâm Linh
14		16		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Ngọc Sinh Mệnh
14		22		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Ngọc Sáng Tạo

//12		141		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Cụm Ngọc Hỗn Nguyên
//12		30		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Cụm Ngọc Ước Nguyện
//12		31		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Cụm Ngọc Tâm Linh
//12		137		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Cụm Ngọc Sáng Tạo
//12		136		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Cụm Ngọc Sinh Mệnh
//
//12		141		1		0		0		0		0		0		0		0		0		255		255		255		255		255		//Cụm Ngọc Hỗn Nguyên
//12		30		1		0		0		0		0		0		0		0		0		255		255		255		255		255		//Cụm Ngọc Ước Nguyện
//12		31		1		0		0		0		0		0		0		0		0		255		255		255		255		255		//Cụm Ngọc Tâm Linh
//12		137		1		0		0		0		0		0		0		0		0		255		255		255		255		255		//Cụm Ngọc Sáng Tạo
//12		136		1		0		0		0		0		0		0		0		0		255		255		255		255		255		//Cụm Ngọc Sinh Mệnh

12		141		2		0		0		0		0		0		0		0		0		255		255		255		255		255		//Cụm Ngọc Hỗn Nguyên
12		30		2		0		0		0		0		0		0		0		0		255		255		255		255		255		//Cụm Ngọc Ước Nguyện
12		31		2		0		0		0		0		0		0		0		0		255		255		255		255		255		//Cụm Ngọc Tâm Linh
12		137		2		0		0		0		0		0		0		0		0		255		255		255		255		255		//Cụm Ngọc Sáng Tạo
12		136		2		0		0		0		0		0		0		0		0		255		255		255		255		255		//Cụm Ngọc Sinh Mệnh

14		41		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Đá Nguyên Thủy
14		42		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Đá Tạo Hóa
//14		43		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Đá Tinh Luyện Sơ
14		44		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Đá Tinh Luyện Cao
14		31		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Đá Hộ Mệnh

14		11		8		1		0		0		0		0		0		0		0		255		255		255		255		255		//Hộp Kundun 1
14		11		9		1		0		0		0		0		0		0		0		255		255		255		255		255		//Hộp Kundun 2
