//=================================================================================================================
//					FACEBOOK: https://www.facebook.com/mukynguyen/
//					Zalo + SĐT : BQT MU KỶ NGUYÊN
//					Name : MU KỶ NGUYÊN
//=======Cung Cấp Sever Mu Online========
//-Phiên Bản
//+DLL Clasic Cutsom Có Đủ
//+5.2 FPS 120 Siêu Mượt
//======Hỗ Trợ=========
//+Config Sever Theo Ý Muốn
//+Dịch Vụ VPS Hosting Tên Miền Antihack
//=================================================================================================================
//Group	Index	Level	Dur		Skill	Luck	Option	ExcOpt	Anc		JoH		Oex		Socket1	Socket2	Socket3	Socket4	Socket5	ItemName
7		12		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//thiên thanh 
7		14		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//kim ngân
7		19		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//giai nhân
4		16		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//nỏ thánh
8		12		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//thiên thanh 
8		14		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//kim ngân
8		19		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//giai nhân
9		12		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//thiên thanh 
9		14		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//kim ngân
9		19		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//giai nhân
4		7		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Tên Nỏ
4		15		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//tên cung	
14		3		0		255		0		0		0		0		0		0		0		255		255		255		255		255		//Bình Máu To
14		6		0		255		0		0		0		0		0		0		0		255		255		255		255		255		//Bình Phép To		
10		12		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//thiên thanh 
10		14		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//kim ngân
10		19		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//giai nhân
12		17		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Ngọc Xuyên Tâm Tiễn
12		18		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Ngọc Mũi Tên Băng
12		45		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Ngọc Liên Hoàn Tiễn
12		46		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Ngọc Phục Hồi SD
11		12		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//thiên thanh 
11		14		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//kim ngân
11		19		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//giai nhân
12		8		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Ngọc Phục Hồi Máu
12		9		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Ngọc Tăng Phòng Thủ
12		10		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Ngọc Tăng Tấn Công

end
