//=================================================================================================================
//					FACEBOOK: https://www.facebook.com/mukynguyen/
//					Zalo + SĐT : BQT MU KỶ NGUYÊN
//					Name : MU KỶ NGUYÊN
//=======Cung Cấp Sever Mu Online========
//-Phiên Bản
//+DLL Clasic Cutsom Có Đủ
//+5.2 FPS 120 Siêu Mượt
//======Hỗ Trợ=========
//+Config Sever Theo Ý Muốn
//+Dịch Vụ VPS Hosting Tên Miền Antihack
//=================================================================================================================
//Group	Index	Level	Dur		Skill	Luck	Option	ExcOpt	Anc		JoH		Oex		Socket1	Socket2	Socket3	Socket4	Socket5	ItemName
7		1		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Mũ Hỏa Long
7		16		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Mũ Hắc Long
7		5		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Mũ Da
7		17		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Phượng Hoàng
8		1		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Áo Hỏa Long
8		16		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Áo Hắc Long
8		5		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Áo Da
8		17		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Phượng Hoàng
9		1		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Quần Hỏa Long
9		16		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Quần Hắc Long
9		5		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Quần Da
9		17		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Phượng Hoàng
10		1		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Tay Hỏa Long
10		16		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Tay Hắc Long
10		5		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Tay Da
10		17		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Phượng Hoàng
11		1		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Giày Hỏa Long
11		16		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Giày Hắc Long
11		5		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Giày Da
11		17		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Phượng Hoàng
12		13		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Ngọc Đâm Xoáy
12		44		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Ngọc Chém Băng
0		14		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//Kiếm Điện
0		13		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//Hỏa Đao
6		13		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Khiên Hỏa Long
12		7		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Ngọc Chém Xoáy
12		12		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Ngọc Địa Chấn
12		19		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Ngọc Đâm Gió
12		14		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Ngọc Tăng Lượng Máu
14		3		0		255		0		0		0		0		0		0		0		255		255		255		255		255		//Bình Máu To
14		6		0		255		0		0		0		0		0		0		0		255		255		255		255		255		//Bình Phép To

end
