//=================================================================================================================
//					FACEBOOK: https://www.facebook.com/mukynguyen/
//					Zalo + SĐT : BQT MU KỶ NGUYÊN
//					Name : MU KỶ NGUYÊN
//=======Cung Cấp Sever Mu Online========
//-Phiên Bản
//+DLL Clasic Cutsom Có Đủ
//+5.2 FPS 120 Siêu Mượt
//======Hỗ Trợ=========
//+Config Sever Theo Ý Muốn
//+Dịch Vụ VPS Hosting Tên Miền Antihack
//=================================================================================================================
//Group	Index	Level	Dur		Skill	Luck	Option	ExcOpt	Anc		JoH		Oex		Socket1	Socket2	Socket3	Socket4	Socket5	ItemName
7		4		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//Mũ Vải Thô
8		4		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//Áo Vải Thô
9		4		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//Quần Vải Thô
10		4		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//Tay Vải Thô
11		4		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//Giày Vải Thô
7		3		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//Mũ Ma Thuật
8		3		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//Áo Ma Thuật
9		3		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//Quần Ma Thuật
10		3		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//Tay Ma Thuật
11		3		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//Giày Ma Thuật
5		5		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//Gậy Ma Thuật
5		6		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//Gậy Phục Sinh
6		14		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//Gậy Phục Sinh
15		0		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Phóng Độc
15		1		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Thiên Thạch
15		2		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Phóng Sét
15		3		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Quả Cầu Lửa
15		4		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Cột Lửa
15		5		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Di Chuyển Tức Thời
15		6		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Đóng Băng
15		7		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Lốc Xoáy
15		8		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Triệu Tập Linh Hồn
15		9		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Lửa Địa Ngục
15		10		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Sóng Âm
15		11		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Luồng Nước Xanh
15		12		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Sao Băng
15		13		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Vòng Tròn Lửa
15		14		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Di Chuyển Nhân Vật
15		15		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Vòng Tròn Năng Lượng
15		16		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Mưa Độc Tố
15		17		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Mưa Băng Tuyết
15		18		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Nova
15		28		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Tăng Ma Lực
end
