//=================================================================================================================
//					FACEBOOK: https://www.facebook.com/mukynguyen/
//					Zalo + SĐT : BQT MU KỶ NGUYÊN
//					Name : MU KỶ NGUYÊN
//=======Cung Cấp Sever Mu Online========
//-Phiên Bản
//+DLL Clasic Cutsom Có Đủ
//+5.2 FPS 120 Siêu Mượt
//======Hỗ Trợ=========
//+Config Sever Theo Ý Muốn
//+Dịch Vụ VPS Hosting Tên Miền Antihack
//=================================================================================================================
//Group	Index	Level	Dur		Skill	Luck	Option	ExcOpt	Anc		JoH		Oex		Socket1	Socket2	Socket3	Socket4	Socket5	ItemName
8		9		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//thiết phiến
8		8		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//thiên kim 
8		15		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//phong vũ
8		20		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//lôi phong
9		9		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//thiết phiến
9		8		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//thiên kim 
9		15		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//phong vũ
9		20		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//lôi phong
10		9		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//thiết phiến
10		8		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//thiên kim 
10		15		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//phong vũ
10		20		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//lôi phong
11		9		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//thiết phiến
11		8		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//thiên kim 
11		15		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//phong vũ
11		20		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//lôi phong
15		29		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Bão Ánh Sáng
12		16		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Ngọc Chém Lửa
12		13		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Ngọc Đâm Xoáy
12		47		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Ngọc Kiếm Lửa
14		3		0		255		0		0		0		0		0		0		0		255		255		255		255		255		//Bình Máu To
14		6		0		255		0		0		0		0		0		0		0		255		255		255		255		255		//Bình Phép To
0		25		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//vk

end
