//=================================================================================================================
//					FACEBOOK: https://www.facebook.com/mukynguyen/
//					Zalo : BQT MU KỶ NGUYÊN
//					Name : MU KỶ NGUYÊN
//=====================File config Drop Item Sever===================
//=====================Không Biết Config Liên Hệ Người Bán sever Để Được Hỗ Trợ Nhé !
//=================================================================================================================
0
//EventName				DropZen		ItemDropRate	ItemDropCount	SetItemDropRate		ItemDropType	Fireworks
"Chaos Castle 7"		1000		  100		    	1				   0					0				0
end

1
//Section   Type   MinLevel   MaxLevel      Skill   Luck   Option   Excellent   SetOption	    Tỉ Lệ	NameItem
//Warrior Set
7            5      0           0    		  0       0      0        0           1     	   100
8            5      0           0    		  0       0      0        0           1     	   100
9            5      0           0    		  0       0      0        0           1     	   100
10           5      0           0    		  0       0      0        0           1     	   100
11           5      0           0    		  0       0      0        0           1     	   100
2            1      0           0    		  1       0      0        0           1     	   100
//Anonymous                                                                                    
7            5      0           0    		  0       0      0        0           1     	   100
9            5      0           0    		  0       0      0        0           1     	   100
11           5      0           0    		  0       0      0        0           1     	   100
6            0      0           0    		  0       0      0        0           1     	   100
//Hyperion Bronze Set                                                                          
8            0      0           0    		  0       0      0        0           1     	   100
9            0      0           0    		  0       0      0        0           1     	   100
11           0      0           0    		  0       0      0        0           1     	   100
//Mist's                                                                                       
7            6      0           0    		  0       0      0        0           1     	   100
9            6      0           0    		  0       0      0        0           1     	   100
10           6      0           0    		  0       0      0        0           1     	   100
//Eplete Scale Set                                                                             
7            6      0           0    		  0       0      0        0           1     	   100
8            6      0           0    		  0       0      0        0           1     	   100
9            6      0           0    		  0       0      0        0           1     	   100
6            9      0           0    		  0       0      0        0           1     	   100
13           12     0           0    		  0       0      0        0           1     	   100
//Berserker'                                                                                   
7            6      0           0    		  0       0      0        0           1     	   100
8            6      0           0    		  0       0      0        0           1     	   100
9            6      0           0    		  0       0      0        0           1     	   100
10           6      0           0    		  0       0      0        0           1     	   100
11           6      0           0    		  0       0      0        0           1     	   100
//Garuda Brass Set                                                                             
8            8      0           0    		  0       0      0        0           1     	   100
9            8      0           0    		  0       0      0        0           1     	   100
10           8      0           0    		  0       0      0        0           1     	   100
11           8      0           0    		  0       0      0        0           1     	   100
13           13     0           0    		  0       0      0        0           1     	   100
//Cloud'                                                                                       
7            8      0           0    		  0       0      0        0           1     	   100
9            8      0           0    		  0       0      0        0           1     	   100
//Kantata Plate Set                                                                            
8            9      0           0    		  0       0      0        0           1     	   100
10           9      0           0    		  0       0      0        0           1     	   100
11           9      0           0    		  0       0      0        0           1     	   100
13           9      0           0    		  0       0      0        0           1     	   100
//Rave's                                                                                       
7            9      0           0    		  0       0      0        0           1     	   100
8            9      0           0    		  0       0      0        0           1     	   100
9            9      0           0    		  0       0      0        0           1     	   100
//Dragon                                                                                       
7            1      0           0    		  0       0      0        0           1     	   100
10           1      0           0    		  0       0      0        0           1     	   100
11           1      0           0    		  0       0      0        0           1     	   100
0           14      0           0    		  1       0      0        0           1     	   100
//Vicious Dragon                                                                               
7            1      0           0    		  0       0      0        0           1     	   100
8            1      0           0    		  0       0      0        0           1     	   100
9            1      0           0    		  0       0      0        0           1     	   100
13           22     0           0    		  0       0      0        0           1     	   100
//Apollo Pad Set                                                                               
7            2      0           0    		  0       0      0        0           1     	   100
8            2      0           0    		  0       0      0        0           1     	   100
9            2      0           0    		  0       0      0        0           1     	   100
10           2      0           0    		  0       0      0        0           1     	   100
5            0      0           0    		  0       0      0        0           1     	   100
13           24     0           0    		  0       0      0        0           1     	   100
13           25     0           0    		  0       0      0        0           1     	   100
//Barnake's                                                                                    
7            2      0           0    		  0       0      0        0           1     	   100
9            2      0           0    		  0       0      0        0           1     	   100
11           2      0           0    		  0       0      0        0           1     	   100
//Evis Bone Set                                                                                
8            4      0           0    		  0       0      0        0           1     	   100
9            4      0           0    		  0       0      0        0           1     	   100
11           4      0           0    		  0       0      0        0           1     	   100
13          26      0           0    		  0       0      0        0           1     	   100
//Sylion's                                                                                     
7            4      0           0    		  0       0      0        0           1     	   100
8            4      0           0    		  0       0      0        0           1     	   100
10           4      0           0    		  0       0      0        0           1     	   100
11           4      0           0    		  0       0      0        0           1     	   100
//Hera Sphinx Set                                                                              
7            7      0           0    		  0       0      0        0           1     	   100
8            7      0           0    		  0       0      0        0           1     	   100
9            7      0           0    		  0       0      0        0           1     	   100
10           7      0           0    		  0       0      0        0           1     	   100
11           7      0           0    		  0       0      0        0           1     	   100
6            6      0           0    		  0       0      0        0           1     	   100
//Minet's                                                                                      
8            7      0           0    		  0       1      0        0           1     	   100
9            7      0           0    		  0       1      0        0           1     	   100
11           7      0           0    		  0       1      0        0           1     	   100
//Anubis Legendary Set                                                                         
7            3      0           0    		  0       0      0        0           1     	   100
8            3      0           0    		  0       0      0        0           1     	   100
10           3      0           0    		  0       0      0        0           1     	   100
13           21     0           0    		  0       0      0        0           1     	   100
//Isis Legendary Set                                                                           
7            3      0           0    		  0       0      0        0           1     	   100
8            3      0           0    		  0       0      0        0           1     	   100
9            3      0           0    		  0       0      0        0           1     	   100
11           3      0           0    		  0       0      0        0           1     	   100
//Ceto Vine Set                                                                                
7            10     0           0    		  0       0      0        0           1     	   100
9            10     0           0    		  0       0      0        0           1     	   100
10           10     0           0    		  0       0      0        0           1     	   100
11           10     0           0    		  0       0      0        0           1     	   100
0            2      0           9    		  1       0      0        0           1     	   100
13           21     0           0    		  0       0      0        0           1     	   100
//Drake's                                                                                      
7            10      0          0    		  0       0      0        0           1     	   100
8            10      0          0    		  0       0      0        0           1     	   100
9            10      0          0    		  0       0      0        0           1     	   100
10           10      0          0    		  0       0      0        0           1     	   100
//Gaia Silk Set                                                                                
7            11      0          0    		  0       0      0        0           1     	   100
8            11      0          0    		  0       0      0        0           1     	   100
9            11      0          0    		  0       0      0        0           1     	   100
10           11      0          0    		  0       0      0        0           1     	   100
4             9      0          9    		  1       0      0        0           1     	   100
//Fase's                                                                                       
9            11      0          0    		  0       0      0        0           1     	   100
10           11      0          0    		  0       0      0        0           1     	   100
11           11      0          0    		  0       0      0        0           1     	   100
//Odin Wind Set                                                                                
7            12      0          0    		  0       0      0        0           1     	   100
8            12      0          0    		  0       0      0        0           1     	   100
9            12      0          0    		  0       0      0        0           1     	   100
10           12      0          0    		  0       0      0        0           1     	   100
11           12      0          0    		  0       0      0        0           1     	   100
//Elvian's                                                                                     
9            12      0          0    		  0       0      0        0           1     	   100
11           12      0          0    		  0       0      0        0           1     	   100
//Argo Spirit Set                                                                              
8            13      0          0    		  0       0      0        0           1     	   100
9            13      0          0    		  0       0      0        0           1     	   100
10           13      0          0    		  0       0      0        0           1     	   100
//Karis's                                                                                      
7            13      0          0    		  0       0      0        0           1     	   100
9            13      0          0    		  0       0      0        0           1     	   100
11           13      0          0    		  0       0      0        0           1     	   100
//Gywen Guardian Set                                                                           
8            14      0          0    		  0       0      0        0           1     	   100
10           14      0          0    		  0       0      0        0           1     	   100
11           14      0          0    		  0       0      0        0           1     	   100
4             5      0          9    		  1       0      0        0           1     	   100
13           28      0          0    		  0       0      0        0           1     	   100
//Aruane Guardian Set                                                                          
7            14      0          0    		  0       0      0        0           1     	   100
8            14      0          0    		  0       0      0        0           1     	   100
9            14      0          0    		  0       0      0        0           1     	   100
11           14      0          0    		  0       0      0        0           1     	   100
//Gaion Storm Crow Set                                                                         
8            15      0          0    		  0       0      0        0           1     	   100
9            15      0          0    		  0       0      0        0           1     	   100
11           15      0          0    		  0       0      0        0           1     	   100
13           27      0          0    		  0       0      0        0           1     	   100
//Muren Storm Crow Set                                                                         
8            15      0          0    		  0       0      0        0           1     	   100
9            15      0          0    		  0       0      0        0           1     	   100
11           15      0          0    		  0       0      0        0           1     	   100
13           21      0          0    		  0       0      0        0           1     	   100
//Agnis Adamantine Set                                                                         
7            26      0          0    		  0       0      0        0           1     	   100
8            26      0          0    		  0       0      0        0           1     	   100
9            26      0          0    		  0       0      0        0           1     	   100
13           9       0          0    		  0       0      0        0           1     	   100
//Browii Adamantine Set                                                                        
9             26     0          0    		  0       0      0        0           1     	   100
10            26     0          0    		  0       0      0        0           1     	   100
11            26     0          0    		  0       0      0        0           1     	   100
13            25     0          0    		  0       0      0        0           1     	   100
//rf                                                                                           
0             32     0          0    		  0       0      0        0           1     	   100
7             59     0          0    		  0       0      0        0           1     	   100
8 	          59     0          0    		  0       0      0        0           1     	   100
9             59     0          0    		  0       0      0        0           1     	   100
11            59     0          0    		  0       0      0        0           1     	   100
//sum                                                                                          
7             40     0          0    		  0       0      0        0           1     	   100
8             40     0          0    		  0       0      0        0           1     	   100
9 	          40     0          0    		  0       0      0        0           1     	   100
10            40     0          0    		  0       0      0        0           1     	   100
11            40     0          0    		  0       0      0        0           1     	   100
//Section   Type   MinLevel   MaxLevel      Skill   Luck   Option   Excellent   SetOption	    Tỉ Lệ	NameItem
//Warrior Set
7            5      0           0    		  0       1      0        0           1     	   100
8            5      0           0    		  0       1      0        0           1     	   100
9            5      0           0    		  0       1      0        0           1     	   100
10           5      0           0    		  0       1      0        0           1     	   100
11           5      0           0    		  0       1      0        0           1     	   100
2            1      0           0    		  1       1      0        0           1     	   100
//Anonymous                                                                                    
7            5      0           0    		  0       1      0        0           1     	   100
9            5      0           0    		  0       1      0        0           1     	   100
11           5      0           0    		  0       1      0        0           1     	   100
6            0      0           0    		  0       1      0        0           1     	   100
//Hyperion Bronze Set                                                                          
8            0      0           0    		  0       1      0        0           1     	   100
9            0      0           0    		  0       1      0        0           1     	   100
11           0      0           0    		  0       1      0        0           1     	   100
//Mist's                                                                                       
7            6      0           0    		  0       1      0        0           1     	   100
9            6      0           0    		  0       1      0        0           1     	   100
10           6      0           0    		  0       1      0        0           1     	   100
//Eplete Scale Set                                                                             
7            6      0           0    		  0       1      0        0           1     	   100
8            6      0           0    		  0       1      0        0           1     	   100
9            6      0           0    		  0       1      0        0           1     	   100
6            9      0           0    		  0       1      0        0           1     	   100
13           12     0           0    		  0       1      0        0           1     	   100
//Berserker'                                                                                   
7            6      0           0    		  0       1      0        0           1     	   100
8            6      0           0    		  0       1      0        0           1     	   100
9            6      0           0    		  0       1      0        0           1     	   100
10           6      0           0    		  0       1      0        0           1     	   100
11           6      0           0    		  0       1      0        0           1     	   100
//Garuda Brass Set                                                                             
8            8      0           0    		  0       1      0        0           1     	   100
9            8      0           0    		  0       1      0        0           1     	   100
10           8      0           0    		  0       1      0        0           1     	   100
11           8      0           0    		  0       1      0        0           1     	   100
13           13     0           0    		  0       1      0        0           1     	   100
//Cloud'                                                                                       
7            8      0           0    		  0       1      0        0           1     	   100
9            8      0           0    		  0       1      0        0           1     	   100
//Kantata Plate Set                                                                            
8            9      0           0    		  0       1      0        0           1     	   100
10           9      0           0    		  0       1      0        0           1     	   100
11           9      0           0    		  0       1      0        0           1     	   100
13           9      0           0    		  0       1      0        0           1     	   100
//Rave's                                                                                       
7            9      0           0    		  0       1      0        0           1     	   100
8            9      0           0    		  0       1      0        0           1     	   100
9            9      0           0    		  0       1      0        0           1     	   100
//Dragon                                                                                       
7            1      0           0    		  0       1      0        0           1     	   100
10           1      0           0    		  0       1      0        0           1     	   100
11           1      0           0    		  0       1      0        0           1     	   100
0           14      0           0    		  1       1      0        0           1     	   100
//Vicious Dragon                                                                               
7            1      0           0    		  0       1      0        0           1     	   100
8            1      0           0    		  0       1      0        0           1     	   100
9            1      0           0    		  0       1      0        0           1     	   100
13           22     0           0    		  0       1      0        0           1     	   100
//Apollo Pad Set                                                                               
7            2      0           0    		  0       1      0        0           1     	   100
8            2      0           0    		  0       1      0        0           1     	   100
9            2      0           0    		  0       1      0        0           1     	   100
10           2      0           0    		  0       1      0        0           1     	   100
5            0      0           0    		  0       1      0        0           1     	   100
13           24     0           0    		  0       1      0        0           1     	   100
13           25     0           0    		  0       1      0        0           1     	   100
//Barnake's                                                                                    
7            2      0           0    		  0       1      0        0           1     	   100
9            2      0           0    		  0       1      0        0           1     	   100
11           2      0           0    		  0       1      0        0           1     	   100
//Evis Bone Set                                                                                
8            4      0           0    		  0       1      0        0           1     	   100
9            4      0           0    		  0       1      0        0           1     	   100
11           4      0           0    		  0       1      0        0           1     	   100
13          26      0           0    		  0       1      0        0           1     	   100
//Sylion's                                                                                     
7            4      0           0    		  0       1      0        0           1     	   100
8            4      0           0    		  0       1      0        0           1     	   100
10           4      0           0    		  0       1      0        0           1     	   100
11           4      0           0    		  0       1      0        0           1     	   100
//Hera Sphinx Set                                                                              
7            7      0           0    		  0       1      0        0           1     	   100
8            7      0           0    		  0       1      0        0           1     	   100
9            7      0           0    		  0       1      0        0           1     	   100
10           7      0           0    		  0       1      0        0           1     	   100
11           7      0           0    		  0       1      0        0           1     	   100
6            6      0           0    		  0       1      0        0           1     	   100
//Minet's                                                                                      
8            7      0           0    		  0       1      0        0           1     	   100
9            7      0           0    		  0       1      0        0           1     	   100
11           7      0           0    		  0       1      0        0           1     	   100
//Anubis Legendary Set                                                                         
7            3      0           0    		  0       1      0        0           1     	   100
8            3      0           0    		  0       1      0        0           1     	   100
10           3      0           0    		  0       1      0        0           1     	   100
13           21     0           0    		  0       1      0        0           1     	   100
//Isis Legendary Set                                                                           
7            3      0           0    		  0       1      0        0           1     	   100
8            3      0           0    		  0       1      0        0           1     	   100
9            3      0           0    		  0       1      0        0           1     	   100
11           3      0           0    		  0       1      0        0           1     	   100
//Ceto Vine Set                                                                                
7            10     0           0    		  0       1      0        0           1     	   100
9            10     0           0    		  0       1      0        0           1     	   100
10           10     0           0    		  0       1      0        0           1     	   100
